id,Nobody Cancels (%),Flip a Coin (%),Stepwise Regression (%),Random Forest (%)
A02721,0,50,4.95,37.56
A02722,0,50,8.94,37.830000000000005
A02725,0,50,9.05,37.830000000000005
A02726,0,50,9.58,37.830000000000005
A02729,0,50,3.17,37.830000000000005
A02730,0,50,3.1,37.830000000000005
A02731,0,50,3.1,37.830000000000005
A02732,0,50,8.97,37.830000000000005
A02734,0,50,4.91,37.830000000000005
A02736,0,50,12.35,37.56
A02737,0,50,9.16,37.830000000000005
A02740,0,50,9.05,37.56
A02743,0,50,1.5699999999999998,42.4
A02746,0,50,5.06,37.830000000000005
A02748,0,50,1.5699999999999998,42.67
A02749,0,50,5.04,37.830000000000005
A02751,0,50,3.1,37.56
A02753,0,50,9.16,37.830000000000005
A02754,0,50,5.04,37.830000000000005
A02755,0,50,7.359999999999999,37.12
A02756,0,50,7.27,37.12
A02757,0,50,12.3,37.56
A02758,0,50,12.740000000000002,37.830000000000005
A02759,0,50,7.39,37.830000000000005
A02760,0,50,11.19,37.12
A02762,0,50,1.67,41.959999999999994
A02763,0,50,7.48,37.12
A02768,0,50,12.35,37.830000000000005
A02769,0,50,7.39,36.85
A02770,0,50,7.39,37.12
A02772,0,50,9.23,37.830000000000005
A02774,0,50,9.5,37.56
A02779,0,50,3.72,37.830000000000005
A02780,0,50,7.449999999999999,37.12
A02783,0,50,3.3000000000000003,37.830000000000005
A02784,0,50,9.58,37.830000000000005
A02785,0,50,9.42,37.830000000000005
A02786,0,50,3.3000000000000003,37.56
A02787,0,50,7.48,37.12
A02790,0,50,12.64,37.830000000000005
A02791,0,50,7.580000000000001,37.830000000000005
A02797,0,50,9.58,37.830000000000005
A02798,0,50,3.24,37.12
A02799,0,50,7.580000000000001,37.12
A02800,0,50,7.580000000000001,37.12
A02801,0,50,3.3000000000000003,37.56
A02802,0,50,9.42,36.85
A02803,0,50,3.44,37.830000000000005
A02804,0,50,7.64,37.830000000000005
A02806,0,50,7.580000000000001,37.12
A02807,0,50,7.71,37.12
A02808,0,50,12.740000000000002,37.830000000000005
A02810,0,50,9.58,37.830000000000005
A02811,0,50,12.740000000000002,37.830000000000005
A02814,0,50,12.740000000000002,37.830000000000005
A02816,0,50,7.670000000000001,37.12
A02817,0,50,7.670000000000001,37.12
A02818,0,50,9.74,37.830000000000005
A02821,0,50,3.38,37.830000000000005
A02823,0,50,9.5,37.830000000000005
A02824,0,50,3.27,37.830000000000005
A02827,0,50,12.79,37.830000000000005
A02829,0,50,12.839999999999998,37.830000000000005
A02830,0,50,1.67,42.67
A02831,0,50,7.71,37.12
A02832,0,50,7.71,37.12
A02833,0,50,7.71,37.12
A02834,0,50,7.71,37.12
A02836,0,50,1.67,42.67
A02837,0,50,3.3000000000000003,37.830000000000005
A02838,0,50,7.71,37.12
A02840,0,50,7.71,37.12
A02844,0,50,2.06,41.959999999999994
A02845,0,50,12.839999999999998,37.830000000000005
A02846,0,50,5.26,37.830000000000005
A02847,0,50,7.71,36.85
A02848,0,50,12.839999999999998,37.830000000000005
A02850,0,50,1.77,41.959999999999994
A02851,0,50,7.71,36.85
A02853,0,50,1.71,42.4
A02854,0,50,7.71,37.12
A02855,0,50,12.839999999999998,37.56
A02856,0,50,7.71,37.12
A02859,0,50,7.870000000000001,37.12
A02862,0,50,7.71,37.830000000000005
A02864,0,50,7.71,37.12
A02865,0,50,7.71,37.12
A02867,0,50,12.839999999999998,37.56
A02868,0,50,12.839999999999998,37.56
A02871,0,50,3.47,37.56
A02875,0,50,9.58,37.830000000000005
A02876,0,50,7.870000000000001,37.830000000000005
A02878,0,50,9.86,37.830000000000005
A02879,0,50,12.839999999999998,37.56
A02880,0,50,3.3000000000000003,37.830000000000005
A02882,0,50,7.71,37.12
A02883,0,50,3.44,37.830000000000005
A02884,0,50,7.71,37.12
A02885,0,50,13.05,37.830000000000005
A02886,0,50,9.74,37.830000000000005
A02887,0,50,9.58,37.830000000000005
A02888,0,50,13.05,37.830000000000005
A02891,0,50,7.870000000000001,36.85
A02893,0,50,3.46,37.830000000000005
A02894,0,50,8.03,37.830000000000005
A02899,0,50,5.42,37.830000000000005
A02900,0,50,7.93,37.56
A02901,0,50,8.03,37.12
A02902,0,50,8.41,37.12
A02907,0,50,8.07,37.12
A02909,0,50,8.03,37.830000000000005
A02910,0,50,8.1,37.12
A02911,0,50,8.27,36.85
A02914,0,50,13.46,37.830000000000005
A02915,0,50,8.1,37.12
A02916,0,50,12.07,37.12
A02919,0,50,8.07,37.12
A02923,0,50,8.27,37.12
A02924,0,50,8.129999999999999,37.12
A02925,0,50,10.26,37.830000000000005
A02926,0,50,8.129999999999999,37.56
A02928,0,50,1.87,41.959999999999994
A02929,0,50,10.35,37.56
A02932,0,50,3.58,37.830000000000005
A02933,0,50,3.55,37.56
A02934,0,50,8.3,37.12
A02935,0,50,1.7999999999999998,42.67
A02936,0,50,8.27,36.85
A02939,0,50,1.81,42.4
A02940,0,50,1.83,42.4
A02948,0,50,3.55,37.830000000000005
A02949,0,50,3.55,37.830000000000005
A02950,0,50,10.56,37.830000000000005
A02952,0,50,13.73,37.830000000000005
A02954,0,50,5.82,37.830000000000005
A02955,0,50,13.73,37.830000000000005
A02956,0,50,8.27,37.830000000000005
A02959,0,50,8.34,37.12
A02967,0,50,10.35,37.830000000000005
A02968,0,50,5.82,37.56
A02969,0,50,10.64,37.830000000000005
A02972,0,50,8.51,37.12
A02974,0,50,8.34,36.85
A02977,0,50,13.83,37.830000000000005
A02979,0,50,13.83,37.56
A02980,0,50,13.89,37.56
A02981,0,50,10.35,37.830000000000005
A02983,0,50,8.34,37.12
A02987,0,50,10.73,37.830000000000005
A02991,0,50,8.649999999999999,36.85
A02994,0,50,3.66,37.830000000000005
A02995,0,50,10.73,37.830000000000005
A02996,0,50,8.37,37.830000000000005
A02997,0,50,8.37,37.830000000000005
A03002,0,50,8.37,37.12
A03003,0,50,4.19,37.830000000000005
A03006,0,50,13.89,37.830000000000005
A03008,0,50,10.43,37.830000000000005
A03009,0,50,10.56,37.830000000000005
A03011,0,50,10.56,37.12
A03012,0,50,10.64,37.830000000000005
A03015,0,50,8.41,36.85
A03016,0,50,8.41,37.12
A03017,0,50,13.94,37.830000000000005
A03018,0,50,3.72,37.830000000000005
A03020,0,50,3.72,37.830000000000005
A03021,0,50,8.51,37.12
A03023,0,50,8.58,37.830000000000005
A03027,0,50,8.51,37.12
A03028,0,50,8.51,37.830000000000005
A03029,0,50,10.73,37.830000000000005
A03031,0,50,14.21,37.830000000000005
A03032,0,50,12.659999999999998,37.12
A03035,0,50,8.62,37.12
A03036,0,50,8.51,37.12
A03039,0,50,14.27,37.830000000000005
A03041,0,50,1.86,42.67
A03043,0,50,10.69,37.830000000000005
A03045,0,50,8.58,37.830000000000005
A03046,0,50,5.92,37.12
A03048,0,50,10.64,37.830000000000005
A03051,0,50,8.55,37.12
A03054,0,50,1.87,42.67
A03055,0,50,4.04,37.830000000000005
A03059,0,50,14.27,37.830000000000005
A03061,0,50,8.649999999999999,37.12
A03062,0,50,12.81,37.12
A03063,0,50,8.58,37.12
A03070,0,50,10.99,37.830000000000005
A03071,0,50,8.62,37.12
A03078,0,50,14.330000000000002,37.830000000000005
A03080,0,50,8.649999999999999,37.830000000000005
A03082,0,50,8.649999999999999,37.12
A03085,0,50,14.330000000000002,37.830000000000005
A03086,0,50,11.22,37.830000000000005
A03091,0,50,1.89,42.67
A03092,0,50,1.89,42.67
A03096,0,50,8.649999999999999,37.12
A03097,0,50,10.73,37.12
A03098,0,50,8.649999999999999,37.56
A03101,0,50,10.73,37.830000000000005
A03102,0,50,15.53,37.830000000000005
A03103,0,50,10.73,37.830000000000005
A03104,0,50,5.92,37.830000000000005
A03107,0,50,10.73,37.830000000000005
A03108,0,50,8.649999999999999,36.85
A03109,0,50,10.73,37.830000000000005
A03111,0,50,1.89,41.959999999999994
A03112,0,50,8.649999999999999,37.12
A03114,0,50,12.86,37.12
A03115,0,50,14.55,37.830000000000005
A03119,0,50,8.649999999999999,37.12
A03122,0,50,1.89,41.69
A03123,0,50,8.649999999999999,37.12
A03124,0,50,5.92,37.12
A03129,0,50,8.649999999999999,37.830000000000005
A03131,0,50,10.73,37.56
A03134,0,50,3.91,37.830000000000005
A03135,0,50,3.84,37.830000000000005
A03137,0,50,10.73,37.12
A03141,0,50,8.649999999999999,37.830000000000005
A03142,0,50,8.649999999999999,37.830000000000005
A03146,0,50,9.43,37.830000000000005
A03147,0,50,10.73,37.830000000000005
A03152,0,50,1.95,42.67
A03154,0,50,8.870000000000001,37.12
A03155,0,50,8.91,37.12
A03156,0,50,8.870000000000001,36.85
A03158,0,50,6.36,37.830000000000005
A03161,0,50,11.22,37.830000000000005
A03163,0,50,8.91,37.12
A03164,0,50,9.09,37.830000000000005
A03165,0,50,14.72,37.830000000000005
A03166,0,50,11.17,36.85
A03167,0,50,11.22,37.830000000000005
A03168,0,50,3.84,37.830000000000005
A03170,0,50,6.36,37.12
A03171,0,50,9.05,37.12
A03172,0,50,11.04,37.830000000000005
A03174,0,50,11.17,37.830000000000005
A03179,0,50,9.09,37.12
A03182,0,50,1.98,42.67
A03183,0,50,9.02,37.12
A03185,0,50,9.02,37.830000000000005
A03186,0,50,11.17,37.830000000000005
A03187,0,50,2.01,42.67
A03188,0,50,6.260000000000001,37.830000000000005
A03194,0,50,2.0,42.67
A03195,0,50,11.58,37.830000000000005
A03203,0,50,11.26,37.830000000000005
A03205,0,50,14.94,37.830000000000005
A03207,0,50,15.0,37.830000000000005
A03208,0,50,15.0,37.830000000000005
A03209,0,50,9.09,37.830000000000005
A03211,0,50,9.09,37.12
A03212,0,50,9.09,37.12
A03214,0,50,9.28,37.12
A03217,0,50,15.0,37.830000000000005
A03218,0,50,2.0,42.67
A03221,0,50,9.13,37.12
A03225,0,50,6.419999999999999,37.12
A03231,0,50,9.13,37.12
A03232,0,50,15.06,37.830000000000005
A03233,0,50,13.74,37.12
A03236,0,50,11.49,37.830000000000005
A03237,0,50,11.35,37.830000000000005
A03239,0,50,11.58,37.830000000000005
A03241,0,50,6.36,37.830000000000005
A03242,0,50,9.17,37.12
A03243,0,50,9.17,37.12
A03244,0,50,9.28,37.12
A03245,0,50,9.28,37.12
A03246,0,50,9.17,37.12
A03249,0,50,2.04,41.959999999999994
A03250,0,50,4.01,37.830000000000005
A03252,0,50,11.49,37.830000000000005
A03253,0,50,6.550000000000001,37.12
A03255,0,50,2.04,42.67
A03257,0,50,11.49,37.830000000000005
A03258,0,50,2.13,42.67
A03259,0,50,11.95,37.830000000000005
A03261,0,50,2.04,41.959999999999994
A03262,0,50,11.58,37.830000000000005
A03263,0,50,9.35,37.830000000000005
A03265,0,50,14.34,37.12
A03266,0,50,11.58,37.830000000000005
A03267,0,50,11.95,37.830000000000005
A03269,0,50,2.14,41.959999999999994
A03270,0,50,9.35,36.85
A03273,0,50,9.39,37.12
A03274,0,50,9.35,37.12
A03275,0,50,11.58,37.830000000000005
A03277,0,50,2.06,42.67
A03280,0,50,11.63,37.830000000000005
A03284,0,50,9.35,37.830000000000005
A03285,0,50,2.14,41.959999999999994
A03286,0,50,4.2,37.56
A03288,0,50,4.19,37.830000000000005
A03289,0,50,15.409999999999998,37.830000000000005
A03290,0,50,9.35,37.830000000000005
A03291,0,50,2.1,41.959999999999994
A03292,0,50,11.67,37.830000000000005
A03293,0,50,9.35,37.12
A03294,0,50,2.1,42.67
A03297,0,50,11.63,37.830000000000005
A03298,0,50,9.35,37.12
A03300,0,50,2.6100000000000003,41.69
A03301,0,50,15.409999999999998,37.830000000000005
A03302,0,50,9.35,37.12
A03303,0,50,9.39,37.12
A03308,0,50,9.43,37.12
A03312,0,50,15.47,37.830000000000005
A03313,0,50,11.67,37.830000000000005
A03315,0,50,11.63,37.830000000000005
A03318,0,50,9.39,37.12
A03319,0,50,11.67,37.830000000000005
A03321,0,50,11.67,37.830000000000005
A03323,0,50,13.96,36.85
A03324,0,50,9.43,37.12
A03325,0,50,2.08,42.67
A03329,0,50,12.0,37.830000000000005
A03331,0,50,12.24,37.830000000000005
A03332,0,50,12.24,37.830000000000005
A03333,0,50,15.71,37.830000000000005
A03336,0,50,9.43,37.12
A03338,0,50,2.1,41.959999999999994
A03340,0,50,2.11,42.67
A03341,0,50,9.55,37.12
A03342,0,50,2.19,42.67
A03343,0,50,6.64,37.830000000000005
A03344,0,50,9.55,37.830000000000005
A03345,0,50,9.67,37.12
A03347,0,50,2.11,41.959999999999994
A03348,0,50,9.55,37.12
A03350,0,50,12.24,37.830000000000005
A03351,0,50,2.1,42.4
A03352,0,50,15.71,37.830000000000005
A03353,0,50,12.0,37.830000000000005
A03355,0,50,11.86,37.830000000000005
A03359,0,50,9.55,37.830000000000005
A03360,0,50,6.67,37.830000000000005
A03361,0,50,9.59,37.830000000000005
A03362,0,50,12.24,37.830000000000005
A03363,0,50,9.7,37.830000000000005
A03368,0,50,9.59,37.12
A03369,0,50,11.95,37.830000000000005
A03372,0,50,6.67,37.830000000000005
A03374,0,50,9.67,37.830000000000005
A03378,0,50,9.59,37.12
A03379,0,50,9.59,37.12
A03381,0,50,9.59,37.12
A03385,0,50,2.13,42.4
A03388,0,50,2.13,42.67
A03391,0,50,12.24,37.12
A03392,0,50,9.59,37.12
A03394,0,50,15.95,37.830000000000005
A03396,0,50,9.67,37.12
A03397,0,50,9.67,37.830000000000005
A03398,0,50,11.95,37.12
A03399,0,50,15.89,37.830000000000005
A03401,0,50,4.19,37.830000000000005
A03404,0,50,4.26,37.56
A03405,0,50,9.67,37.830000000000005
A03407,0,50,12.0,37.830000000000005
A03410,0,50,2.13,42.67
A03411,0,50,11.95,37.830000000000005
A03415,0,50,2.14,41.959999999999994
A03420,0,50,12.0,37.830000000000005
A03421,0,50,9.7,37.12
A03424,0,50,12.24,37.830000000000005
A03426,0,50,4.19,37.830000000000005
A03428,0,50,12.0,37.830000000000005
A03431,0,50,12.0,37.830000000000005
A03436,0,50,9.7,37.12
A03438,0,50,9.7,37.12
A03439,0,50,9.7,36.85
A03440,0,50,2.19,41.959999999999994
A03445,0,50,12.0,37.830000000000005
A03446,0,50,2.14,42.67
A03447,0,50,9.7,37.830000000000005
A03448,0,50,4.2,37.830000000000005
A03449,0,50,9.7,37.830000000000005
A03450,0,50,7.91,37.830000000000005
A03451,0,50,4.2,37.56
A03452,0,50,12.0,37.830000000000005
A03455,0,50,9.82,37.12
A03456,0,50,15.95,37.56
A03457,0,50,2.18,42.67
A03460,0,50,9.7,37.830000000000005
A03462,0,50,2.17,42.4
A03463,0,50,12.989999999999998,37.830000000000005
A03464,0,50,16.25,37.830000000000005
A03466,0,50,6.67,37.830000000000005
A03468,0,50,2.19,41.69
A03474,0,50,15.95,37.830000000000005
A03477,0,50,2.17,42.67
A03480,0,50,16.13,37.830000000000005
A03481,0,50,12.68,37.830000000000005
A03482,0,50,9.82,37.830000000000005
A03483,0,50,9.82,37.830000000000005
A03484,0,50,2.19,42.67
A03486,0,50,14.510000000000002,37.12
A03487,0,50,2.17,41.69
A03490,0,50,4.3,37.830000000000005
A03492,0,50,9.82,37.12
A03493,0,50,2.17,42.67
A03494,0,50,12.24,37.830000000000005
A03495,0,50,2.17,42.4
A03497,0,50,9.82,37.12
A03498,0,50,12.19,37.830000000000005
A03499,0,50,2.19,41.959999999999994
A03500,0,50,9.82,37.12
A03501,0,50,2.17,42.67
A03503,0,50,2.19,42.4
A03506,0,50,4.279999999999999,37.830000000000005
A03508,0,50,9.82,37.12
A03509,0,50,16.13,37.56
A03510,0,50,2.17,42.4
A03511,0,50,12.24,37.12
A03513,0,50,9.82,37.12
A03518,0,50,2.18,42.67
A03520,0,50,12.19,37.830000000000005
A03521,0,50,9.86,37.830000000000005
A03523,0,50,16.25,37.830000000000005
A03525,0,50,2.66,41.959999999999994
A03526,0,50,2.19,42.67
A03527,0,50,12.24,37.830000000000005
A03528,0,50,16.25,37.830000000000005
A03529,0,50,9.86,37.830000000000005
A03530,0,50,4.3,37.830000000000005
A03531,0,50,2.19,42.67
A03534,0,50,6.81,36.85
A03535,0,50,7.37,37.830000000000005
A03536,0,50,9.9,37.12
A03537,0,50,9.9,37.830000000000005
A03538,0,50,2.19,42.4
A03539,0,50,2.19,42.67
A03541,0,50,16.25,37.830000000000005
A03542,0,50,12.68,37.830000000000005
A03543,0,50,12.24,37.830000000000005
A03544,0,50,2.19,42.67
A03545,0,50,9.9,37.830000000000005
A03546,0,50,2.19,42.67
A03547,0,50,9.9,37.830000000000005
A03548,0,50,9.9,37.56
A03549,0,50,2.19,42.67
A03551,0,50,9.9,37.12
A03555,0,50,7.16,37.12
A03556,0,50,12.24,37.830000000000005
A03558,0,50,16.25,37.830000000000005
A03560,0,50,6.81,37.12
A03561,0,50,12.24,37.830000000000005
A03562,0,50,8.35,37.830000000000005
A03563,0,50,16.25,37.830000000000005
A03567,0,50,2.19,42.67
A03568,0,50,2.19,41.959999999999994
A03585,0,50,12.24,37.56
A03587,0,50,4.3,37.830000000000005
A03588,0,50,16.25,37.830000000000005
A03589,0,50,6.81,37.830000000000005
A03590,0,50,2.19,42.67
A03598,0,50,16.25,37.830000000000005
A03599,0,50,10.57,37.12
A03604,0,50,2.19,42.67
A03608,0,50,9.9,37.12
A03609,0,50,12.24,37.830000000000005
A03610,0,50,12.24,37.830000000000005
A03611,0,50,12.24,37.830000000000005
A03612,0,50,16.25,37.830000000000005
A03613,0,50,16.25,37.830000000000005
A03614,0,50,2.19,42.67
A03615,0,50,2.19,42.4
A03616,0,50,16.25,37.56
A03617,0,50,16.25,37.830000000000005
A03618,0,50,2.19,42.67
A03619,0,50,2.19,42.67
A03620,0,50,2.19,42.4
A03623,0,50,16.25,37.830000000000005
A03624,0,50,16.25,37.830000000000005
A03625,0,50,12.24,37.830000000000005
A03626,0,50,2.19,42.67
A03627,0,50,10.27,37.12
A03629,0,50,7.07,37.12
A03632,0,50,7.249999999999999,37.830000000000005
A03637,0,50,16.25,37.830000000000005
A03639,0,50,16.25,37.830000000000005
A03642,0,50,12.24,37.830000000000005
A03644,0,50,9.9,37.12
A03646,0,50,9.9,37.12
A03648,0,50,4.3,37.830000000000005
A03649,0,50,9.9,37.12
A03650,0,50,12.24,37.830000000000005
A03653,0,50,2.19,42.67
A03654,0,50,2.19,42.67
A03659,0,50,2.19,42.67
A03660,0,50,12.89,37.830000000000005
A03661,0,50,4.47,37.830000000000005
A03665,0,50,2.28,42.67
A03667,0,50,6.81,37.830000000000005
A03669,0,50,9.9,37.12
A03671,0,50,16.25,37.56
A03672,0,50,2.19,42.67
A03674,0,50,12.24,37.830000000000005
A03675,0,50,9.9,37.830000000000005
A03677,0,50,9.9,37.12
A03679,0,50,2.19,41.959999999999994
A03680,0,50,10.27,37.830000000000005
A03681,0,50,9.9,36.85
A03682,0,50,16.25,37.56
A03685,0,50,16.25,37.830000000000005
A03688,0,50,16.25,37.830000000000005
A03690,0,50,9.9,37.12
A03691,0,50,2.19,42.67
A03692,0,50,9.9,37.830000000000005
A03696,0,50,12.24,36.85
A03698,0,50,16.25,37.830000000000005
A03702,0,50,9.9,37.12
A03703,0,50,13.77,37.12
A03704,0,50,2.19,42.67
A03709,0,50,16.25,37.830000000000005
A03710,0,50,9.9,37.12
A03711,0,50,9.9,37.830000000000005
A03712,0,50,9.9,37.12
A03715,0,50,4.8,37.830000000000005
A03716,0,50,10.27,37.830000000000005
A03718,0,50,17.0,37.830000000000005
A03719,0,50,10.27,37.56
A03721,0,50,12.68,37.830000000000005
A03722,0,50,10.27,37.12
A03723,0,50,10.27,37.12
A03728,0,50,10.44,37.12
A03729,0,50,11.18,37.56
A03732,0,50,10.4,37.12
A03733,0,50,10.4,37.12
A03735,0,50,12.89,37.12
A03736,0,50,2.46,42.67
A03738,0,50,2.45,41.959999999999994
A03739,0,50,17.0,37.830000000000005
A03740,0,50,10.44,37.830000000000005
A03741,0,50,10.44,37.12
A03742,0,50,10.44,37.830000000000005
A03747,0,50,12.989999999999998,37.830000000000005
A03749,0,50,10.52,37.830000000000005
A03753,0,50,10.78,37.12
A03754,0,50,10.52,37.830000000000005
A03760,0,50,2.35,42.67
A03762,0,50,7.28,37.830000000000005
A03764,0,50,13.04,37.830000000000005
A03767,0,50,14.760000000000002,37.830000000000005
A03769,0,50,10.74,37.830000000000005
A03770,0,50,2.3800000000000003,42.67
A03772,0,50,17.52,37.56
A03773,0,50,14.04,37.830000000000005
A03774,0,50,2.39,42.67
A03775,0,50,10.87,37.830000000000005
A03776,0,50,15.840000000000002,37.12
A03783,0,50,4.8,37.56
A03784,0,50,17.65,37.830000000000005
A03786,0,50,10.82,37.12
A03787,0,50,11.04,37.12
A03789,0,50,4.74,37.12
A03790,0,50,13.56,37.830000000000005
A03792,0,50,11.04,37.12
A03794,0,50,2.45,42.67
A03798,0,50,11.0,37.12
A03800,0,50,11.09,37.830000000000005
A03802,0,50,11.09,37.12
A03804,0,50,11.09,36.85
A03805,0,50,11.04,37.12
A03806,0,50,18.11,37.56
A03807,0,50,18.04,37.830000000000005
A03812,0,50,11.09,37.830000000000005
A03813,0,50,2.49,42.67
A03814,0,50,11.13,37.12
A03815,0,50,11.13,37.12
A03816,0,50,11.13,37.12
A03818,0,50,11.13,37.12
A03819,0,50,11.13,37.12
A03820,0,50,11.18,37.12
A03829,0,50,11.18,37.830000000000005
A03831,0,50,18.18,37.830000000000005
A03832,0,50,7.88,37.830000000000005
A03835,0,50,18.18,37.830000000000005
A03839,0,50,4.95,37.830000000000005
A03840,0,50,11.18,37.830000000000005
A03841,0,50,13.99,37.830000000000005
A03844,0,50,2.73,41.959999999999994
A03845,0,50,18.45,37.830000000000005
A03846,0,50,18.18,37.830000000000005
A03848,0,50,11.31,37.830000000000005
A03850,0,50,18.86,37.56
A03854,0,50,18.18,37.56
A03857,0,50,18.45,37.830000000000005
A03859,0,50,14.099999999999998,37.56
A03860,0,50,14.04,37.56
A03863,0,50,11.73,37.830000000000005
A03865,0,50,19.84,37.830000000000005
A03866,0,50,18.58,37.830000000000005
A03868,0,50,16.77,37.12
A03869,0,50,2.56,42.67
A03870,0,50,11.45,37.12
A03871,0,50,14.31,37.830000000000005
A03873,0,50,5.12,37.56
A03877,0,50,2.63,42.67
A03878,0,50,2.63,42.67
A03879,0,50,18.99,37.830000000000005
A03880,0,50,12.4,37.830000000000005
A03881,0,50,11.96,37.830000000000005
A03882,0,50,17.21,37.12
A03885,0,50,11.73,37.12
A03894,0,50,8.77,37.56
A03897,0,50,5.35,37.830000000000005
A03900,0,50,11.96,37.12
A03902,0,50,8.28,37.830000000000005
A03903,0,50,11.96,37.12
A03904,0,50,15.11,36.85
A03907,0,50,11.96,36.85
A03908,0,50,12.45,37.12
A03914,0,50,12.45,37.12
A03915,0,50,19.49,37.830000000000005
A03923,0,50,14.88,37.830000000000005
A03929,0,50,9.33,37.830000000000005
A03937,0,50,2.82,41.959999999999994
A03938,0,50,20.35,37.830000000000005
A03939,0,50,12.3,37.12
A03941,0,50,12.35,36.85
A03942,0,50,12.4,37.12
A03943,0,50,2.79,42.67
A03945,0,50,2.8000000000000003,42.67
A03947,0,50,19.99,37.830000000000005
A03948,0,50,15.28,37.830000000000005
A03949,0,50,15.28,37.830000000000005
A03951,0,50,12.4,36.85
A03954,0,50,12.4,37.12
A03955,0,50,19.99,37.830000000000005
A03956,0,50,2.82,42.67
A03958,0,50,20.13,37.830000000000005
A03959,0,50,2.82,42.67
A03962,0,50,12.45,37.12
A03964,0,50,12.45,37.12
A03967,0,50,20.13,37.830000000000005
A03969,0,50,5.510000000000001,37.830000000000005
A03970,0,50,12.49,37.12
A03978,0,50,2.86,42.67
A03980,0,50,2.86,42.67
A03983,0,50,2.82,42.67
A03984,0,50,20.13,37.56
A03985,0,50,12.64,37.12
A03986,0,50,12.64,37.12
A03987,0,50,12.64,37.12
A03988,0,50,20.13,37.830000000000005
A03991,0,50,2.86,41.959999999999994
A03992,0,50,18.4,37.12
A03994,0,50,12.64,36.85
A03997,0,50,2.86,42.4
A03998,0,50,20.35,37.56
A04003,0,50,13.15,37.12
A04005,0,50,2.9000000000000004,42.67
A04006,0,50,2.95,41.959999999999994
A04011,0,50,12.740000000000002,37.56
A04014,0,50,12.79,37.830000000000005
A04015,0,50,12.839999999999998,37.12
A04017,0,50,12.839999999999998,37.12
A04018,0,50,20.94,37.830000000000005
A04019,0,50,20.64,37.830000000000005
A04020,0,50,13.0,37.830000000000005
A04022,0,50,13.41,37.830000000000005
A04024,0,50,19.44,37.12
A04027,0,50,20.86,37.830000000000005
A04029,0,50,13.05,37.12
A04030,0,50,18.88,37.12
A04034,0,50,13.1,37.12
A04037,0,50,16.06,37.830000000000005
A04039,0,50,13.41,37.12
A04040,0,50,21.54,37.830000000000005
A04041,0,50,21.39,37.830000000000005
A04043,0,50,13.36,37.12
A04044,0,50,3.04,42.67
A04047,0,50,13.36,37.56
A04048,0,50,9.29,37.12
A04049,0,50,13.36,37.12
A04050,0,50,13.36,37.12
A04051,0,50,3.08,41.959999999999994
A04052,0,50,3.08,42.67
A04053,0,50,13.36,37.12
A04056,0,50,16.55,37.56
A04057,0,50,21.54,37.830000000000005
A04059,0,50,13.41,37.830000000000005
A04063,0,50,6.0,37.12
A04064,0,50,13.51,37.830000000000005
A04066,0,50,21.62,37.56
A04067,0,50,21.7,37.830000000000005
A04068,0,50,21.62,37.830000000000005
A04070,0,50,13.51,37.830000000000005
A04071,0,50,13.57,37.830000000000005
A04072,0,50,13.57,37.12
A04073,0,50,17.05,37.830000000000005
A04075,0,50,16.99,37.830000000000005
A04076,0,50,16.99,37.830000000000005
A04077,0,50,13.73,37.12
A04078,0,50,21.93,37.830000000000005
A04079,0,50,13.94,37.12
A04081,0,50,13.73,37.830000000000005
A04082,0,50,22.0,37.830000000000005
A04083,0,50,22.0,37.830000000000005
A04084,0,50,13.73,37.12
A04085,0,50,13.89,37.830000000000005
A04090,0,50,13.83,37.12
A04091,0,50,22.08,37.830000000000005
A04092,0,50,3.15,41.959999999999994
A04093,0,50,6.2,37.830000000000005
A04096,0,50,13.94,37.12
A04098,0,50,6.34,37.830000000000005
A04099,0,50,16.99,37.12
A04100,0,50,22.16,37.830000000000005
A04101,0,50,13.89,37.56
A04103,0,50,13.94,37.12
A04105,0,50,13.94,37.12
A04106,0,50,3.19,42.67
A04109,0,50,22.47,37.830000000000005
A04110,0,50,13.94,37.830000000000005
A04111,0,50,13.94,37.12
A04112,0,50,13.94,37.12
A04113,0,50,13.94,37.12
A04115,0,50,22.47,37.830000000000005
A04116,0,50,13.94,37.830000000000005
A04120,0,50,3.2300000000000004,42.67
A04121,0,50,22.47,37.830000000000005
A04122,0,50,14.099999999999998,37.830000000000005
A04123,0,50,6.279999999999999,37.830000000000005
A04127,0,50,3.25,42.67
A04128,0,50,14.099999999999998,37.830000000000005
A04129,0,50,18.71,37.12
A04131,0,50,14.16,37.830000000000005
A04133,0,50,22.55,37.56
A04134,0,50,22.55,37.830000000000005
A04135,0,50,22.79,37.830000000000005
A04136,0,50,22.55,37.830000000000005
A04137,0,50,14.21,37.12
A04138,0,50,14.16,37.830000000000005
A04140,0,50,22.55,37.830000000000005
A04141,0,50,14.16,37.12
A04143,0,50,3.26,42.67
A04148,0,50,14.21,37.830000000000005
A04149,0,50,14.21,37.12
A04150,0,50,14.21,37.12
A04151,0,50,14.21,37.12
A04153,0,50,14.21,37.830000000000005
A04154,0,50,3.26,41.959999999999994
A04155,0,50,14.21,37.12
A04159,0,50,10.0,37.830000000000005
A04160,0,50,14.21,37.12
A04161,0,50,14.21,37.12
A04163,0,50,14.21,37.12
A04165,0,50,14.21,37.830000000000005
A04166,0,50,20.66,37.12
A04168,0,50,3.29,41.959999999999994
