id,log_annual_fees,log_annual_income,occupation_cd,age_at_issue,additional_members,status,start_year,duration,term_years_12,term_years_17,term_years_22,term_years_27,term_years_32,term_years_<50,term_years_>50,marital_status_M,marital_status_S,marital_status_UNKNOWN,gender_F,gender_M,package_TYPE-A,package_TYPE-B,payment_mode_ANNUAL,payment_mode_MONTHLY,payment_mode_QUARTERLY,payment_mode_SEMI-ANNUAL
A05240,11.918390573078392,13.122371377372328,1,39,0,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A05246,11.517058014213854,12.76569986197172,1,46,1,CANCELLED,2011,2.0794520547945203,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
A05247,11.982929094215963,13.815506557956274,1,38,1,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05248,12.211208434758444,14.22097566607244,1,38,3,CANCELLED,2011,0.5780821917808219,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
A05249,12.434348404507686,13.997832114758229,1,41,2,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05250,11.512925464970229,14.22097566607244,1,33,3,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05252,11.518059264441767,13.304684934198283,1,40,3,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
A05253,11.512925464970229,13.217666284454934,1,38,3,INFORCE,2011,2.835616438356164,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05254,11.51806583062396,12.429200196716382,1,56,1,CANCELLED,2011,1.578082191780822,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
A05256,11.512925464970229,12.429200196716382,1,34,3,INFORCE,2011,2.8657534246575342,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05257,12.206022644280132,12.89920982604012,1,40,2,INFORCE,2011,2.835616438356164,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05258,11.518059264441767,12.676088774697783,1,27,0,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
A05260,15.205113439888198,16.341238562272324,1,62,2,INFORCE,2011,2.854794520547945,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
A05261,11.518060159832787,13.122371377372328,1,42,1,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05262,12.206092645330177,12.89920982604012,1,49,0,CANCELLED,2011,0.6520547945205479,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
A05263,12.611537753638338,13.997832114758229,1,36,1,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05264,12.449018824140564,13.592357006600064,1,40,3,CANCELLED,2011,1.1561643835616435,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05265,11.656072974188714,12.89920982604012,1,37,3,INFORCE,2011,2.8438356164383563,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05266,11.516065529802423,13.122371377372328,1,26,0,INFORCE,2011,2.854794520547945,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
A05267,11.512925464970229,13.304684934198283,1,47,3,INFORCE,2011,2.863013698630137,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05270,12.159913412424483,13.815506557956274,1,49,1,CANCELLED,2011,1.073972602739726,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
A05271,11.695255021732184,12.611537753638338,1,43,2,INFORCE,2011,2.835616438356164,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
A05272,11.60841053857065,13.122371377372328,1,59,0,INFORCE,2011,2.8054794520547945,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
A05273,12.100720129840347,12.57764999497098,1,46,3,CANCELLED,2011,0.9123287671232876,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A05274,12.206092645330177,13.304684934198283,1,48,3,CANCELLED,2011,0.6547945205479452,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05276,11.518062945488609,13.122371377372328,1,30,3,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05277,11.518067621393438,13.710150042306449,1,60,3,CANCELLED,2011,0.5780821917808219,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
A05278,11.512925464970229,13.790192749979983,1,35,3,INFORCE,2011,2.791780821917808,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05279,11.512925464970229,14.038657309273365,1,41,1,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05281,11.512925464970229,13.304684934198283,1,36,2,INFORCE,2011,2.852054794520548,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05283,11.512933464938229,13.499429010990797,1,33,3,INFORCE,2011,2.854794520547945,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A05285,11.512925464970229,13.122371377372328,1,35,3,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05288,12.211207688600132,13.081541382884074,1,27,0,INFORCE,2011,2.835616438356164,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
A05290,12.206092645330177,12.206092645330177,1,49,2,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05291,13.592387006450068,13.815506557956274,1,51,0,CANCELLED,2011,1.1561643835616435,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
A05292,12.61155775343834,13.815506557956274,1,51,0,CANCELLED,2011,1.1561643835616435,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05293,12.206092645330177,14.346141161964852,1,48,1,CANCELLED,2011,0.6520547945205479,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
A05294,11.51805419054418,12.89920982604012,1,29,0,CANCELLED,2011,1.073972602739726,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
A05295,11.523172781421778,13.4588298997235,0,26,0,INFORCE,2011,2.8465753424657536,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
A05296,11.52474296247341,13.304684934198283,1,47,3,CANCELLED,2011,1.1643835616438356,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05297,11.512945464770231,13.199324418540456,1,53,3,INFORCE,2011,2.8438356164383563,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05300,11.755442139592278,13.122371377372328,1,39,0,INFORCE,2011,2.8438356164383563,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
A05301,11.918390573078392,14.914122846632385,1,38,3,INFORCE,2011,2.8438356164383563,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05304,12.899239825890122,14.50865373851622,1,59,1,CANCELLED,2011,1.1561643835616435,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05305,11.512925464970229,12.429200196716382,1,51,1,CANCELLED,2011,0.6602739726027397,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05306,11.923530938732124,12.429200196716382,1,48,2,INFORCE,2011,2.835616438356164,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
A05307,13.815510557964274,14.039367454787069,1,34,3,CANCELLED,2011,2.1671232876712327,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05308,11.56171562913966,13.592357006600064,1,45,2,INFORCE,2011,2.8438356164383563,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05310,11.703851562960102,11.695247021764184,1,41,3,INFORCE,2011,2.835616438356164,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05311,11.512925464970229,13.815506557956274,1,43,3,INFORCE,2011,2.8438356164383563,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05312,11.51805180281876,13.122371377372328,1,52,2,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05313,13.6267884331674,14.914122846632385,1,61,1,CANCELLED,2011,2.1671232876712327,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05318,11.518044838587054,12.76569986197172,1,38,2,CANCELLED,2011,1.073972602739726,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05319,11.918390573078392,13.122347377276329,1,21,0,CANCELLED,2011,2.158904109589041,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05321,11.512935364921224,13.122371377372328,1,57,3,CANCELLED,2011,2.158904109589041,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05322,11.512952664600316,14.73179968983715,1,57,3,INFORCE,2011,2.835616438356164,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
A05323,11.512925464970229,13.304684934198283,1,26,1,INFORCE,2011,2.835616438356164,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05324,11.512925464970229,15.068274669316132,1,36,0,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05326,12.206092645330177,15.068274669316132,1,53,2,INFORCE,2011,2.835616438356164,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05327,11.522895795623398,14.50865973852222,1,49,3,INFORCE,2011,2.824657534246575,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05328,12.429236196644386,13.815506557956274,1,48,1,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05329,11.518047823263723,12.653370437240271,1,40,2,CANCELLED,2011,1.073972602739726,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
A05331,11.512925464970229,16.300417207752275,1,39,0,CANCELLED,2011,1.1561643835616435,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05335,11.556951154176,14.58098026056723,1,35,2,INFORCE,2011,2.813698630136986,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A05336,12.128111104060462,12.983101310070822,1,42,1,CANCELLED,2011,2.158904109589041,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05338,11.51296546417025,12.736689131817258,1,62,1,INFORCE,2011,2.8164383561643835,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05339,11.512925464970229,13.592372006637564,1,35,0,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05340,11.518059264441767,14.967580197759135,1,27,0,INFORCE,2011,2.8164383561643835,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
A05341,11.512935364921224,13.122371377372328,1,50,3,CANCELLED,2011,1.147945205479452,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05342,11.918410572878395,13.304684934198283,1,62,2,INFORCE,2011,2.813698630136986,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05343,11.512925464970229,12.206092645330177,1,38,1,CANCELLED,2011,0.6602739726027397,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05344,11.736069016284436,12.388394202324127,1,37,3,INFORCE,2011,2.824657534246575,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05346,11.750308354005526,13.815506557956274,1,50,3,INFORCE,2011,2.824657534246575,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
A05347,11.994051139333882,13.592372006637564,1,59,3,CANCELLED,2011,1.082191780821918,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
A05348,11.755442139592278,13.081541382884074,1,50,3,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
A05349,11.512945464770231,13.910824374125625,1,59,3,INFORCE,2011,2.808219178082192,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05351,11.512945464770231,14.22097566607244,1,53,1,CANCELLED,2011,2.1671232876712327,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05353,11.5180578716097,12.89920982604012,1,58,1,CANCELLED,2011,0.5780821917808219,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
A05355,11.656020975263344,14.50865973852222,1,34,3,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05356,11.973509872299472,13.815506557956274,1,46,2,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05357,11.512925464970229,12.611537753638338,1,29,3,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05359,12.61667069088073,13.592372006637564,1,34,1,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
A05360,11.69527502137219,13.122371377372328,1,49,2,INFORCE,2011,2.808219178082192,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A05361,11.918410572878395,12.89920982604012,1,61,0,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A05362,11.918390573078392,12.765665576061512,1,41,3,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05363,11.518042948287222,12.611537753638338,1,40,3,CANCELLED,2011,0.5726027397260274,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
A05364,11.518000962812,13.997832114758229,0,54,3,CANCELLED,2011,0.3342465753424657,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
A05367,11.518032800300729,13.122371377372328,1,53,1,CANCELLED,2011,0.5780821917808219,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
A05368,11.512925464970229,14.038657309273365,1,29,0,INFORCE,2011,2.786301369863014,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05369,11.918398573046392,13.081541382884074,1,27,0,INFORCE,2011,2.8054794520547945,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
A05370,11.69527502137219,12.429200196716382,1,55,1,INFORCE,2011,2.778082191780822,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A05371,11.77125274561892,13.997832114758229,1,30,3,INFORCE,2011,2.797260273972603,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05372,11.518058369049946,12.89920982604012,1,50,1,INFORCE,2011,2.794520547945205,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05374,11.512935364921224,13.304684934198283,0,50,0,CANCELLED,2011,1.1205479452054794,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05382,11.695255021732184,14.403297222866392,1,41,3,INFORCE,2011,2.791780821917808,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A05385,11.918390573078392,12.76569986197172,1,25,0,INFORCE,2011,2.786301369863014,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A05386,11.695217021314177,12.948009990259552,1,26,0,CANCELLED,2011,0.2027397260273972,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
A05387,11.512925464970229,12.429200196716382,1,33,1,INFORCE,2011,2.789041095890411,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05388,12.388394202324127,14.808762330974558,1,35,0,CANCELLED,2011,1.663013698630137,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
A05389,11.700377504965704,12.611537753638338,1,48,2,INFORCE,2011,2.789041095890411,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05390,11.512945464770231,14.403297222866392,1,47,3,CANCELLED,2011,2.1671232876712327,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05391,11.695255021732184,13.4588298997235,1,47,2,INFORCE,2011,2.778082191780822,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
A05393,13.122363377404328,12.89920982604012,0,36,3,INFORCE,2011,2.767123287671233,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05395,11.512925464970229,12.89920982604012,1,25,0,CANCELLED,2011,1.1643835616438356,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05397,11.918390573078392,13.4588298997235,1,35,3,INFORCE,2011,2.791780821917808,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05398,11.736069016284436,12.388394202324127,1,37,3,CANCELLED,2011,0.6602739726027397,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05399,11.512935364921224,12.611537753638338,1,53,3,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05401,11.995922253837891,14.077871745503954,1,24,0,CANCELLED,2011,1.1643835616438356,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05405,11.512925464970229,12.847937057962955,1,56,1,CANCELLED,2011,0.6602739726027397,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05406,11.512925464970229,13.384733795699038,1,42,3,INFORCE,2011,2.786301369863014,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05407,11.518046330926502,13.122371377372328,1,26,3,INFORCE,2011,2.758904109589041,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
A05408,11.513924965303312,13.122371377372328,1,42,1,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05409,11.730441129396052,12.76569986197172,1,60,1,CANCELLED,2011,1.1643835616438356,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05410,11.512945464770231,13.4588298997235,1,62,2,INFORCE,2011,2.7095890410958905,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05412,11.518040162575693,13.217666284454934,1,26,0,INFORCE,2011,2.7753424657534245,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
A05414,11.518058866489945,12.206092645330177,1,39,3,INFORCE,2011,2.778082191780822,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05415,11.512925464970229,12.429200196716382,1,26,3,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05416,12.207431921296154,12.429200196716382,1,50,3,CANCELLED,2011,0.5780821917808219,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
A05417,11.512926764969384,13.122371377372328,1,33,3,INFORCE,2011,2.778082191780822,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05419,12.429216196844385,12.76569986197172,1,45,1,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05421,11.512925464970229,13.122371377372328,1,30,3,INFORCE,2011,2.772602739726028,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05423,11.518053792590338,12.371604033016654,1,47,3,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
A05424,12.100697463098124,13.304684934198283,1,50,0,CANCELLED,2011,0.2027397260273972,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
A05428,11.512935364921224,12.611537753638338,1,50,1,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05429,11.512933464938229,12.76569986197172,1,27,0,CANCELLED,2011,1.3287671232876712,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
A05435,11.512925464970229,13.384733795699038,1,42,2,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05436,11.547913096647449,12.611537753638338,1,34,1,INFORCE,2011,2.758904109589041,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05437,11.512926764969384,13.122371377372328,1,33,1,INFORCE,2011,2.767123287671233,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05441,11.69527502137219,13.815506557956274,1,51,1,CANCELLED,2011,0.4164383561643835,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A05442,11.512925464970229,13.815506557956274,1,45,3,CANCELLED,2011,0.663013698630137,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05443,11.512945464770231,13.017002861746503,1,61,2,CANCELLED,2011,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05448,12.61155775343834,13.815506557956274,1,49,3,INFORCE,2011,2.682191780821918,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05450,11.512925464970229,13.017002861746503,1,38,3,INFORCE,2011,2.758904109589041,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A05451,11.512945464770231,13.122347377276329,1,51,2,INFORCE,2011,2.758904109589041,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05452,12.211206445001713,13.997832114758229,1,29,1,INFORCE,2011,2.758904109589041,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05453,12.212233876108105,13.710150042306449,1,44,3,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05454,11.512945464770231,13.122347377276329,1,58,1,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05455,11.512945464770231,13.592372006637564,1,53,3,INFORCE,2011,2.758904109589041,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05457,11.518041754411804,12.89920982604012,1,45,3,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
A05459,11.69527502137219,13.217666284454934,1,49,1,CANCELLED,2011,0.3260273972602739,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A05462,11.918450571278465,12.82124747375116,1,42,1,CANCELLED,2011,2.1616438356164385,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05463,11.51805767263353,13.592372006637564,1,42,1,CANCELLED,2011,1.082191780821918,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05464,11.512935364921224,13.815506557956274,1,59,3,INFORCE,2011,2.758904109589041,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05466,11.918390573078392,15.068271240742744,1,44,2,INFORCE,2011,2.758904109589041,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05467,12.611537753638338,12.76569986197172,1,38,2,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05469,11.77528972943772,12.89920982604012,1,47,2,INFORCE,2011,2.73972602739726,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05471,12.206072645530174,14.34613410313302,1,30,1,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05474,11.512925464970229,12.57764999497098,1,38,2,INFORCE,2011,2.747945205479452,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
A05476,11.512925464970229,13.122371377372328,1,29,1,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05478,11.514284740736208,13.038973072775295,1,53,1,CANCELLED,2011,0.5808219178082191,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
A05480,11.512925464970229,13.764221474094176,1,26,1,CANCELLED,2011,1.167123287671233,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05481,13.309818617600556,14.171785421881667,1,47,2,INFORCE,2011,2.717808219178082,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05483,11.512925464970229,13.384733795699038,1,24,0,CANCELLED,2011,1.167123287671233,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05484,11.918410572878395,12.429200196716382,1,63,3,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05485,11.918390573078392,14.73179968983715,1,47,2,INFORCE,2011,2.736986301369863,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05486,11.918390573078392,14.73179968983715,1,39,3,INFORCE,2011,2.7315068493150685,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05487,12.206072645530174,14.22097566607244,1,41,3,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05488,11.518059264441767,12.429200196716382,1,21,0,CANCELLED,2011,1.084931506849315,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
A05489,11.518059264441767,12.89920982604012,1,29,0,CANCELLED,2011,1.084931506849315,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
A05490,11.51805458849786,13.217666284454934,1,40,2,CANCELLED,2011,1.084931506849315,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A05491,11.518053991567278,13.4588298997235,1,51,3,CANCELLED,2011,1.082191780821918,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A05492,11.512945464770231,12.83631197468768,1,50,3,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05493,11.512935364921224,13.304684934198283,1,50,2,CANCELLED,2011,2.158904109589041,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05494,11.512925464970229,12.611537753638338,1,41,1,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05495,11.512925464970229,12.638569092689368,1,23,0,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A05496,11.512945464770231,12.631497231377942,1,53,3,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A05497,11.512925464970229,12.257715878682012,1,27,2,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05498,11.512925464970229,12.25617623249642,1,33,2,CANCELLED,2011,1.167123287671233,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05499,12.434348404507686,14.603966100145072,1,41,1,CANCELLED,2011,1.084931506849315,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A05500,11.923729694568992,15.201803919083664,1,59,2,INFORCE,2011,2.728767123287671,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A05501,12.547683940257125,13.764221474094176,1,27,0,CANCELLED,2011,0.3342465753424657,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
A05504,11.51293546492023,13.017002861746503,1,55,3,INFORCE,2011,2.7315068493150685,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
